dien_tich,so_phong_ngu,so_phong_tam,quan_huyen,loai_bds,gia_tien
117.5,6,5,Quan 10,NhaO,28.692
119.3,4,2,Go Vap,NhaO,12.775
184.3,3,2,Tan Binh,NhaO,22.983
281.1,4,4,Binh Thanh,NhaO,48.105
223.4,4,3,Quan 8,NhaO,29.673
72.0,1,1,Binh Chanh,CanHo,1.674
63.7,4,3,Quan 11,CanHo,4.081
88.0,3,3,Tan Phu,CanHo,4.384
61.0,1,1,Tan Binh,CanHo,4.001
295.2,5,5,Quan 5,NhaO,67.558
294.6,4,4,Quan 10,NhaO,64.187
95.9,4,4,Quan 12,CanHo,3.493
94.2,6,6,Quan 8,NhaO,12.855
134.2,2,2,Tan Binh,CanHo,7.751
62.8,2,2,Quan 7,CanHo,4.109
218.3,3,1,Quan 7,NhaO,30.395
107.9,4,4,Binh Chanh,NhaO,5.27
78.3,1,1,Quan 11,CanHo,4.493
191.8,5,5,Quan 5,NhaO,44.136
141.8,3,1,Quan 3,NhaO,32.587
70.1,2,1,Quan 4,CanHo,5.472
66.8,3,2,Quan 5,CanHo,5.023
40.3,3,2,Quan 5,CanHo,3.691
90.7,1,1,Quan 6,CanHo,5.465
220.1,5,4,Quan 4,NhaO,48.014
58.2,1,1,Go Vap,CanHo,2.735
55.2,2,2,Quan 10,CanHo,4.659
172.6,3,3,Quan 11,NhaO,27.853
59.9,4,3,Quan 5,CanHo,6.115
43.1,2,2,Quan 4,CanHo,2.861
286.6,5,3,Thu Duc,NhaO,29.097
120.9,2,1,Quan 1,CanHo,15.405
43.0,4,3,Quan 1,CanHo,5.485
94.8,3,3,Quan 10,CanHo,8.589
96.7,2,2,Quan 10,CanHo,7.869
106.8,2,1,Quan 7,NhaO,13.138
209.7,3,1,Quan 5,NhaO,36.916
297.9,3,3,Phu Nhuan,NhaO,56.468
162.9,6,6,Binh Chanh,NhaO,9.899
132.3,3,2,Go Vap,NhaO,11.634
47.9,1,1,Quan 12,CanHo,1.747
181.8,4,2,Quan 5,NhaO,34.128
41.2,4,4,Quan 11,NhaO,7.363
46.0,1,1,Quan 1,CanHo,6.145
108.9,3,2,Binh Thanh,NhaO,17.185
60.3,1,1,Tan Phu,CanHo,2.452
62.2,2,1,Binh Tan,CanHo,2.409
36.6,1,1,Binh Chanh,CanHo,0.9
90.0,1,1,Hoc Mon,CanHo,1.844
149.2,2,1,Tan Phu,NhaO,11.175
139.2,3,3,Tan Phu,CanHo,6.029
75.2,3,2,Tan Binh,CanHo,4.981
213.7,2,1,Tan Phu,NhaO,16.096
184.2,6,5,Binh Thanh,NhaO,29.206
123.0,2,1,Quan 8,CanHo,6.46
37.2,1,1,Nha Be,CanHo,0.995
218.0,2,2,Quan 5,NhaO,42.304
66.2,1,1,Phu Nhuan,CanHo,5.748
105.8,2,1,Binh Thanh,NhaO,15.184
237.3,5,5,Quan 7,NhaO,33.391
266.7,5,3,Quan 8,NhaO,35.734
73.2,6,6,Binh Chanh,NhaO,4.959
38.3,1,1,Phu Nhuan,CanHo,3.51
64.0,4,3,Quan 1,NhaO,21.388
48.3,4,4,Quan 10,CanHo,4.028
69.3,4,4,Quan 7,CanHo,5.481
238.6,6,5,Phu Nhuan,NhaO,61.155
33.3,2,2,Quan 4,CanHo,2.38
200.7,6,6,Hoc Mon,NhaO,11.745
41.0,4,3,Binh Chanh,CanHo,1.267
94.5,2,1,Binh Tan,CanHo,3.022
44.3,2,2,Quan 6,CanHo,2.543
126.3,1,1,Quan 7,CanHo,7.536
65.6,4,3,Quan 11,CanHo,4.651
123.2,4,3,Quan 7,CanHo,9.08
112.5,2,1,Quan 11,CanHo,6.893
139.3,2,2,Quan 8,CanHo,7.328
118.9,2,2,Nha Be,CanHo,4.309
79.9,1,1,Quan 10,CanHo,5.287
135.0,3,2,Thu Duc,CanHo,8.114
145.9,4,4,Quan 11,NhaO,26.335
190.6,2,2,Quan 4,NhaO,35.167
55.3,4,4,Tan Binh,NhaO,8.782
91.2,2,1,Tan Phu,CanHo,4.363
99.0,2,1,Thu Duc,CanHo,4.531
97.9,4,4,Go Vap,NhaO,10.547
92.5,2,1,Nha Be,CanHo,3.278
137.5,3,3,Quan 8,CanHo,8.119
57.8,2,2,Binh Chanh,CanHo,1.482
73.8,1,1,Quan 7,CanHo,4.377
102.4,2,1,Hoc Mon,CanHo,2.307
278.5,3,1,Binh Chanh,NhaO,12.305
89.2,4,4,Phu Nhuan,NhaO,17.782
37.4,2,2,Quan 1,NhaO,10.551
134.7,4,4,Tan Phu,CanHo,6.833
47.4,2,1,Nha Be,CanHo,1.607
81.2,3,3,Quan 7,CanHo,6.753
101.4,2,2,Quan 3,CanHo,10.869
212.6,5,4,Quan 10,NhaO,48.367
63.2,1,1,Binh Chanh,CanHo,1.486
80.9,1,1,Binh Chanh,CanHo,1.963
58.2,4,4,Quan 12,NhaO,4.153
59.0,1,1,Quan 11,CanHo,4.172
130.1,4,4,Thu Duc,CanHo,7.203
60.9,4,3,Binh Tan,NhaO,4.157
221.4,4,3,Quan 4,NhaO,36.508
135.2,2,2,Tan Phu,CanHo,6.325
122.0,4,4,Go Vap,CanHo,7.027
108.0,6,5,Quan 7,NhaO,18.598
33.1,2,1,Quan 1,CanHo,3.576
32.8,2,2,Quan 12,CanHo,1.24
54.2,2,1,Hoc Mon,CanHo,1.139
192.8,3,3,Go Vap,NhaO,19.565
139.2,6,5,Quan 12,NhaO,9.82
231.8,4,4,Binh Tan,NhaO,16.666
76.8,4,3,Tan Phu,CanHo,3.664
269.1,4,3,Tan Phu,NhaO,24.218
211.1,3,1,Quan 11,NhaO,31.663
106.6,4,2,Hoc Mon,NhaO,5.215
245.0,3,3,Quan 6,NhaO,40.216
39.7,5,4,Quan 12,NhaO,3.044
87.8,2,2,Quan 5,NhaO,17.264
70.9,1,1,Quan 4,CanHo,5.505
131.0,2,2,Binh Tan,CanHo,4.462
284.7,4,4,Quan 10,NhaO,60.418
133.1,4,4,Quan 8,NhaO,14.518
37.7,1,1,Tan Phu,CanHo,1.757
298.8,6,5,Quan 1,NhaO,100.56
123.6,4,3,Tan Phu,CanHo,6.089
135.2,1,1,Quan 7,CanHo,10.041
240.7,4,4,Quan 3,NhaO,66.01
50.2,4,3,Thu Duc,CanHo,2.772
218.2,5,3,Binh Thanh,NhaO,32.637
112.0,3,2,Tan Phu,CanHo,5.871
52.5,2,1,Tan Phu,CanHo,2.151
99.2,3,2,Binh Thanh,CanHo,8.903
47.1,2,1,Quan 10,CanHo,3.269
104.9,3,3,Quan 8,CanHo,5.58
58.8,4,4,Binh Thanh,CanHo,4.907
218.3,4,2,Go Vap,NhaO,18.826
68.2,2,2,Tan Phu,CanHo,3.435
213.7,4,4,Quan 4,NhaO,40.745
80.2,1,1,Quan 6,CanHo,4.759
264.6,3,3,Binh Chanh,NhaO,13.464
86.1,5,3,Quan 11,NhaO,15.225
88.9,1,1,Quan 7,CanHo,5.882
141.8,3,1,Quan 4,NhaO,23.243
42.5,4,3,Quan 4,NhaO,8.765
190.1,6,5,Nha Be,NhaO,13.989
272.9,5,3,Hoc Mon,NhaO,13.909
85.9,1,1,Thu Duc,CanHo,4.22
274.7,3,1,Binh Thanh,NhaO,37.098
261.0,4,3,Quan 5,NhaO,51.173
83.3,1,1,Quan 12,CanHo,2.524
93.9,3,2,Quan 4,CanHo,6.623
167.2,3,1,Hoc Mon,NhaO,6.922
136.4,4,4,Tan Binh,NhaO,19.363
101.7,2,2,Hoc Mon,CanHo,2.141
51.7,3,3,Quan 8,CanHo,3.046
79.1,3,3,Quan 10,CanHo,7.249
122.3,4,3,Quan 11,CanHo,9.019
110.3,3,3,Phu Nhuan,CanHo,10.231
42.9,2,1,Quan 8,CanHo,2.302
42.1,5,5,Thu Duc,NhaO,3.822
42.8,2,2,Quan 6,CanHo,2.748
83.9,2,1,Quan 7,CanHo,5.38
237.8,4,2,Quan 5,NhaO,49.134
37.4,1,1,Phu Nhuan,CanHo,2.821
296.7,3,3,Quan 1,NhaO,89.66
90.2,2,2,Quan 8,CanHo,4.447
45.3,1,1,Binh Tan,CanHo,1.557
78.8,3,2,Binh Thanh,NhaO,13.046
257.1,2,2,Binh Tan,NhaO,17.571
72.4,4,4,Quan 1,NhaO,22.089
125.6,2,1,Quan 8,CanHo,7.52
33.2,2,2,Hoc Mon,CanHo,0.836
295.3,4,2,Binh Chanh,NhaO,16.242
89.4,1,1,Quan 3,CanHo,8.071
135.6,2,1,Binh Thanh,CanHo,9.992
89.1,4,2,Quan 8,NhaO,11.783
127.9,5,4,Tan Phu,NhaO,12.974
35.8,2,1,Hoc Mon,CanHo,0.75
112.3,3,2,Quan 8,NhaO,12.91
54.1,4,4,Hoc Mon,NhaO,2.933
263.4,6,5,Quan 1,NhaO,97.412
269.5,6,6,Tan Phu,NhaO,32.71
34.5,3,3,Hoc Mon,NhaO,1.408
106.5,3,2,Thu Duc,CanHo,5.083
204.4,5,5,Binh Tan,NhaO,16.201
170.0,2,1,Binh Thanh,NhaO,26.649
40.1,2,1,Hoc Mon,NhaO,1.894
107.8,1,1,Quan 11,CanHo,6.758
173.3,6,4,Quan 12,NhaO,13.275
52.3,2,1,Binh Tan,CanHo,1.891
249.7,6,4,Quan 8,NhaO,32.417
41.8,2,2,Tan Binh,CanHo,2.538
121.6,2,1,Binh Tan,CanHo,4.637
128.5,3,3,Tan Phu,CanHo,6.97
35.2,2,1,Thu Duc,CanHo,1.728
201.0,5,4,Quan 8,NhaO,25.224
289.4,3,2,Nha Be,NhaO,16.627
210.9,4,3,Thu Duc,NhaO,19.475
81.7,2,1,Quan 11,CanHo,5.266
287.7,3,1,Tan Phu,NhaO,24.799
276.1,2,1,Quan 8,NhaO,26.754
62.6,4,4,Quan 10,CanHo,5.739
63.2,2,1,Quan 1,CanHo,7.04
33.2,5,3,Tan Phu,NhaO,3.574
112.8,5,5,Tan Binh,NhaO,15.174
79.9,2,1,Quan 7,CanHo,5.861
81.6,3,2,Tan Phu,CanHo,3.482
72.6,3,3,Quan 10,NhaO,13.451
161.2,5,4,Quan 1,NhaO,60.302
97.5,4,3,Tan Phu,NhaO,9.777
53.1,4,4,Tan Phu,NhaO,4.789
60.3,4,4,Quan 7,NhaO,9.673
65.2,2,2,Binh Thanh,CanHo,5.771
96.7,3,3,Nha Be,CanHo,3.559
133.4,2,2,Binh Tan,CanHo,4.706
101.7,2,2,Quan 4,CanHo,7.902
106.2,3,1,Nha Be,NhaO,5.674
35.3,3,3,Phu Nhuan,NhaO,6.783
262.2,4,2,Go Vap,NhaO,26.891
44.2,2,1,Tan Binh,NhaO,6.144
218.4,3,2,Quan 1,NhaO,57.301
33.1,1,1,Hoc Mon,CanHo,0.648
231.8,4,2,Quan 1,NhaO,80.263
47.1,3,1,Binh Tan,NhaO,3.086
89.3,2,1,Thu Duc,CanHo,4.747
36.7,2,1,Quan 6,NhaO,5.128
203.6,5,3,Quan 3,NhaO,46.49
217.1,4,4,Quan 8,NhaO,29.232
127.2,1,1,Thu Duc,CanHo,6.71
248.8,3,2,Quan 4,NhaO,39.254
282.0,4,3,Quan 1,NhaO,82.558
132.6,1,1,Binh Thanh,CanHo,10.792
51.8,4,4,Nha Be,CanHo,1.88
133.4,5,3,Quan 1,NhaO,39.986
196.7,4,2,Binh Tan,NhaO,13.007
41.1,1,1,Quan 6,CanHo,2.532
129.0,1,1,Quan 10,CanHo,9.109
50.9,4,3,Quan 1,CanHo,7.913
134.5,3,2,Nha Be,CanHo,4.746
177.6,2,1,Quan 3,NhaO,40.537
92.6,4,3,Binh Thanh,CanHo,7.98
67.0,2,2,Hoc Mon,CanHo,1.467
290.3,3,2,Quan 1,NhaO,87.171
83.1,5,3,Binh Tan,NhaO,7.059
66.4,3,2,Tan Binh,NhaO,7.723
75.1,2,2,Quan 7,CanHo,4.677
41.5,3,2,Hoc Mon,CanHo,1.006
96.4,4,3,Quan 3,NhaO,21.225
128.9,5,3,Quan 4,NhaO,23.645
79.3,3,2,Quan 7,CanHo,5.39
105.9,4,3,Tan Phu,NhaO,10.183
53.4,1,1,Binh Chanh,CanHo,1.379
40.6,4,4,Phu Nhuan,CanHo,4.605
120.2,2,1,Binh Chanh,NhaO,6.246
125.8,1,1,Nha Be,CanHo,3.617
116.1,3,2,Phu Nhuan,CanHo,11.611
193.2,3,1,Tan Binh,NhaO,22.806
290.2,6,6,Quan 1,NhaO,107.39
105.4,1,1,Nha Be,CanHo,3.284
203.2,4,2,Tan Phu,NhaO,17.383
111.4,2,2,Quan 1,CanHo,13.168
80.3,4,3,Quan 11,CanHo,6.019
142.4,4,3,Nha Be,NhaO,8.674
133.3,5,3,Tan Phu,NhaO,13.653
140.0,1,1,Quan 3,CanHo,14.26
44.8,3,2,Tan Binh,CanHo,3.073
118.7,3,3,Quan 6,CanHo,8.511
79.1,4,4,Binh Chanh,NhaO,4.107
65.7,4,4,Hoc Mon,CanHo,1.678
267.7,6,5,Hoc Mon,NhaO,12.585
30.9,6,6,Quan 3,NhaO,9.753
273.8,3,3,Quan 5,NhaO,51.525
61.6,3,3,Quan 4,CanHo,4.625
271.4,2,1,Quan 7,NhaO,32.539
39.7,2,1,Quan 7,NhaO,4.851
139.9,2,1,Go Vap,CanHo,5.79
31.3,6,5,Quan 8,NhaO,4.358
285.2,4,4,Nha Be,NhaO,20.988
135.1,2,1,Thu Duc,CanHo,6.209
109.2,2,2,Quan 4,CanHo,8.075
174.6,6,5,Quan 11,NhaO,28.741
60.5,1,1,Tan Phu,CanHo,2.575
81.5,4,3,Quan 8,NhaO,8.956
96.8,4,2,Quan 6,NhaO,15.695
136.8,3,3,Quan 11,CanHo,9.124
100.4,4,4,Quan 7,CanHo,7.587
78.9,1,1,Quan 5,CanHo,6.663
122.3,3,2,Binh Chanh,CanHo,3.367
47.8,4,4,Quan 11,CanHo,3.325
143.2,3,3,Binh Chanh,NhaO,8.256
253.1,5,3,Phu Nhuan,NhaO,62.242
85.3,2,2,Binh Thanh,CanHo,6.162
98.4,2,2,Quan 12,CanHo,3.069
34.7,3,3,Thu Duc,CanHo,1.843
62.0,1,1,Quan 6,CanHo,3.913
192.3,5,4,Binh Tan,NhaO,14.456
81.2,1,1,Quan 4,CanHo,5.539
88.7,4,2,Phu Nhuan,NhaO,20.385
72.5,1,1,Phu Nhuan,CanHo,6.81
227.5,4,4,Hoc Mon,NhaO,10.524
47.3,4,3,Quan 12,CanHo,1.643
175.1,3,3,Quan 4,NhaO,30.639
154.7,4,2,Nha Be,NhaO,9.083
276.7,4,2,Tan Binh,NhaO,38.374
156.4,2,2,Quan 6,NhaO,19.274
71.3,5,5,Quan 11,NhaO,13.449
36.5,2,1,Quan 1,CanHo,4.533
107.4,3,2,Binh Chanh,CanHo,2.979
174.5,5,5,Binh Thanh,NhaO,32.458
113.8,3,3,Hoc Mon,CanHo,3.018
201.2,3,3,Quan 11,NhaO,33.158
59.4,3,2,Phu Nhuan,CanHo,5.636
89.5,1,1,Tan Binh,CanHo,5.441
81.0,2,2,Tan Binh,CanHo,5.242
103.6,2,1,Quan 3,CanHo,8.711
83.1,4,4,Phu Nhuan,CanHo,7.579
278.4,4,3,Tan Binh,NhaO,35.671
173.0,4,2,Quan 5,NhaO,38.54
37.5,4,4,Tan Binh,NhaO,5.898
116.5,2,2,Quan 1,CanHo,15.092
31.5,4,2,Go Vap,NhaO,3.287
70.1,4,3,Hoc Mon,NhaO,3.256
249.2,5,4,Binh Tan,NhaO,20.956
242.3,4,4,Quan 12,NhaO,16.413
53.0,6,4,Quan 3,NhaO,13.54
78.6,2,1,Quan 10,CanHo,6.671
164.5,4,4,Go Vap,NhaO,16.095
45.6,1,1,Quan 4,CanHo,3.561
68.3,4,2,Quan 8,NhaO,8.294
48.5,4,3,Tan Phu,NhaO,4.698
98.6,2,1,Quan 10,CanHo,6.676
114.5,2,2,Go Vap,CanHo,5.595
78.3,4,3,Binh Chanh,NhaO,4.34
272.9,5,3,Phu Nhuan,NhaO,64.377
50.5,2,1,Tan Binh,CanHo,3.396
167.1,5,4,Binh Tan,NhaO,14.397
133.1,1,1,Quan 4,CanHo,10.429
99.0,3,3,Quan 6,CanHo,6.612
101.0,2,2,Phu Nhuan,CanHo,10.29
44.9,1,1,Quan 7,CanHo,2.634
43.5,3,2,Tan Phu,CanHo,2.281
196.0,4,3,Quan 6,NhaO,30.319
101.5,2,2,Nha Be,CanHo,3.596
157.8,5,4,Quan 8,NhaO,21.172
62.5,2,1,Binh Tan,NhaO,3.705
123.5,2,1,Binh Tan,CanHo,4.14
298.0,6,6,Quan 3,NhaO,81.59
42.0,3,2,Quan 5,NhaO,8.71
104.4,3,1,Quan 6,NhaO,15.914
113.6,4,4,Quan 1,NhaO,36.0
172.0,6,5,Tan Phu,NhaO,16.979
84.3,2,2,Quan 8,CanHo,4.911
141.8,4,3,Quan 7,NhaO,18.557
40.1,5,4,Quan 11,NhaO,7.293
84.8,2,2,Quan 5,CanHo,6.565
42.2,6,4,Hoc Mon,NhaO,2.015
130.3,4,3,Quan 5,CanHo,13.367
127.8,2,2,Quan 5,NhaO,26.557
128.1,2,1,Quan 10,CanHo,8.632
212.2,5,4,Quan 1,NhaO,78.726
44.6,4,3,Hoc Mon,CanHo,1.25
237.1,5,4,Quan 4,NhaO,49.108
111.9,3,1,Quan 12,NhaO,6.425
236.0,2,1,Tan Binh,NhaO,30.379
170.5,4,3,Binh Chanh,NhaO,9.17
44.0,1,1,Binh Tan,CanHo,1.619
114.6,2,1,Tan Binh,CanHo,7.696
117.9,6,6,Phu Nhuan,NhaO,31.623
33.5,1,1,Hoc Mon,CanHo,0.803
55.0,2,1,Quan 5,CanHo,4.224
146.4,3,1,Quan 4,NhaO,27.555
151.6,4,4,Binh Chanh,NhaO,8.56
57.8,1,1,Phu Nhuan,CanHo,5.118
64.1,6,4,Thu Duc,NhaO,6.161
116.7,4,4,Quan 12,CanHo,4.725
122.4,3,1,Quan 1,NhaO,31.557
89.9,4,3,Quan 8,NhaO,11.483
112.5,4,4,Quan 6,CanHo,8.672
102.9,1,1,Quan 4,CanHo,7.637
116.3,4,3,Hoc Mon,CanHo,3.271
243.2,5,3,Quan 12,NhaO,16.294
118.6,3,3,Go Vap,NhaO,10.299
32.8,3,3,Thu Duc,NhaO,2.587
95.1,3,3,Quan 7,CanHo,8.111
121.9,2,2,Quan 5,CanHo,11.337
58.5,3,2,Quan 6,NhaO,9.205
67.5,2,1,Quan 6,NhaO,9.523
115.0,3,2,Binh Chanh,NhaO,5.537
94.8,2,1,Quan 7,CanHo,6.34
96.9,3,3,Quan 1,CanHo,14.123
119.4,6,5,Quan 1,NhaO,45.838
219.6,4,3,Hoc Mon,NhaO,9.729
240.8,3,2,Quan 6,NhaO,35.584
134.0,1,1,Quan 8,CanHo,7.046
124.7,5,5,Thu Duc,NhaO,13.649
78.3,6,5,Quan 8,NhaO,10.972
91.6,2,2,Binh Chanh,CanHo,2.286
71.6,4,3,Binh Thanh,NhaO,12.524
255.2,3,3,Go Vap,NhaO,25.729
232.7,6,5,Tan Binh,NhaO,32.31
78.9,2,1,Tan Binh,CanHo,5.463
49.1,3,3,Quan 5,CanHo,4.738
103.5,1,1,Go Vap,CanHo,5.028
116.8,2,1,Phu Nhuan,CanHo,11.053
122.2,4,3,Binh Chanh,CanHo,3.026
54.0,3,2,Nha Be,NhaO,3.45
39.6,2,2,Quan 11,CanHo,2.453
219.3,4,4,Quan 6,NhaO,31.127
139.0,2,2,Hoc Mon,CanHo,3.126
101.8,1,1,Go Vap,CanHo,5.142
231.8,2,1,Quan 12,NhaO,13.511
62.1,1,1,Quan 11,CanHo,3.788
82.4,2,2,Binh Thanh,CanHo,6.885
237.4,5,5,Tan Phu,NhaO,22.319
133.3,1,1,Quan 4,CanHo,9.191
31.8,3,2,Go Vap,NhaO,3.251
75.4,1,1,Quan 8,CanHo,3.72
119.5,4,3,Nha Be,CanHo,4.458
110.3,2,2,Quan 10,CanHo,9.625
86.6,4,3,Quan 1,NhaO,30.46
75.5,1,1,Tan Phu,CanHo,3.059
68.4,2,1,Quan 7,CanHo,5.37
93.5,1,1,Binh Tan,CanHo,3.037
289.9,4,4,Binh Chanh,NhaO,13.764
133.8,1,1,Quan 12,CanHo,4.0
73.1,2,2,Quan 8,CanHo,4.335
165.6,3,1,Quan 7,NhaO,18.817
67.5,1,1,Nha Be,CanHo,2.113
66.5,2,2,Binh Thanh,CanHo,5.654
240.8,4,3,Quan 6,NhaO,37.185
122.4,1,1,Binh Thanh,CanHo,8.911
44.2,5,4,Quan 5,NhaO,8.516
49.4,2,1,Tan Phu,CanHo,2.22
124.7,3,2,Quan 12,CanHo,4.47
103.9,1,1,Binh Chanh,CanHo,2.774
118.6,3,2,Binh Chanh,CanHo,2.772
68.0,2,1,Quan 11,CanHo,4.466
144.5,4,3,Quan 12,NhaO,10.881
74.1,3,3,Quan 3,CanHo,8.489
93.4,2,1,Hoc Mon,CanHo,2.2
70.1,3,2,Quan 5,CanHo,5.581
134.4,1,1,Thu Duc,CanHo,6.292
114.9,2,1,Binh Thanh,CanHo,8.536
70.2,3,1,Binh Tan,NhaO,4.966
275.5,5,4,Quan 8,NhaO,31.046
278.3,6,4,Hoc Mon,NhaO,13.324
42.0,1,1,Quan 11,CanHo,2.486
296.4,2,1,Quan 11,NhaO,38.946
53.0,1,1,Hoc Mon,CanHo,1.002
170.7,5,4,Quan 1,NhaO,56.85
145.3,6,5,Tan Binh,NhaO,25.087
123.0,2,2,Quan 8,CanHo,6.024
188.8,4,3,Quan 10,NhaO,37.038
213.5,4,3,Tan Binh,NhaO,27.821
195.5,6,5,Tan Binh,NhaO,29.567
118.8,3,3,Quan 5,CanHo,11.524
167.3,3,2,Go Vap,NhaO,13.618
152.4,4,4,Binh Thanh,NhaO,24.743
42.8,3,1,Hoc Mon,NhaO,1.802
116.1,2,1,Tan Binh,CanHo,6.603
56.0,4,3,Phu Nhuan,CanHo,5.738
61.7,4,4,Tan Binh,CanHo,4.568
281.3,3,1,Quan 10,NhaO,57.359
68.3,2,2,Quan 8,CanHo,4.255
278.4,3,2,Nha Be,NhaO,19.29
63.0,2,2,Hoc Mon,CanHo,1.405
89.6,3,1,Quan 3,NhaO,19.873
98.7,6,6,Quan 1,NhaO,32.816
69.1,1,1,Quan 8,CanHo,3.42
33.5,3,2,Quan 4,NhaO,5.159
128.1,1,1,Quan 4,CanHo,8.693
89.6,2,1,Binh Thanh,CanHo,7.25
119.5,2,1,Quan 11,CanHo,8.527
58.7,2,2,Binh Tan,CanHo,2.389
181.7,6,6,Quan 3,NhaO,50.845
51.0,4,3,Thu Duc,NhaO,4.28
285.6,6,4,Nha Be,NhaO,19.657
87.7,6,6,Quan 4,NhaO,18.756
72.1,1,1,Quan 10,CanHo,4.708
287.3,2,1,Phu Nhuan,NhaO,55.069
218.6,4,2,Quan 6,NhaO,35.235
49.4,1,1,Thu Duc,CanHo,2.445
63.9,1,1,Quan 10,CanHo,5.238
100.2,5,3,Quan 8,NhaO,12.525
256.0,4,3,Quan 7,NhaO,36.209
60.8,2,2,Quan 11,CanHo,4.558
85.3,2,2,Tan Binh,CanHo,5.173
178.5,3,1,Quan 3,NhaO,36.13
177.9,6,6,Quan 4,NhaO,41.301
78.2,1,1,Quan 6,CanHo,4.511
84.4,4,4,Binh Thanh,NhaO,13.209
121.5,1,1,Binh Thanh,CanHo,8.974
55.2,1,1,Quan 4,CanHo,3.453
68.2,4,3,Nha Be,NhaO,4.77
139.8,4,3,Thu Duc,CanHo,7.065
70.0,3,1,Quan 4,NhaO,13.289
212.4,2,1,Quan 7,NhaO,24.549
121.6,2,1,Quan 5,CanHo,9.767
75.5,5,4,Quan 10,NhaO,15.787
275.7,3,3,Quan 12,NhaO,18.956
40.5,2,2,Quan 1,CanHo,5.075
199.6,3,1,Quan 7,NhaO,28.755
272.3,3,2,Phu Nhuan,NhaO,60.738
245.9,3,2,Quan 6,NhaO,33.432
174.5,5,5,Phu Nhuan,NhaO,42.455
112.6,3,1,Thu Duc,NhaO,9.182
226.1,4,2,Quan 1,NhaO,68.103
79.7,3,2,Quan 6,CanHo,4.966
79.8,1,1,Tan Phu,CanHo,3.81
116.0,1,1,Phu Nhuan,CanHo,10.642
67.7,6,6,Quan 8,NhaO,9.128
115.7,2,1,Binh Thanh,CanHo,9.075
53.5,4,2,Quan 10,NhaO,11.345
111.2,1,1,Quan 11,CanHo,6.627
236.4,5,3,Binh Thanh,NhaO,42.232
89.4,3,2,Quan 8,CanHo,4.796
270.8,4,4,Quan 10,NhaO,60.134
35.0,2,1,Phu Nhuan,CanHo,2.984
276.8,3,2,Phu Nhuan,NhaO,53.474
237.8,4,4,Tan Phu,NhaO,24.34
64.7,1,1,Quan 1,CanHo,8.403
84.7,6,4,Binh Thanh,NhaO,13.339
133.6,6,4,Quan 10,NhaO,25.823
111.1,4,3,Phu Nhuan,NhaO,27.075
107.2,4,3,Quan 6,NhaO,15.999
123.0,1,1,Quan 4,CanHo,8.992
55.5,3,2,Go Vap,CanHo,2.433
189.5,5,4,Quan 5,NhaO,41.364
137.8,4,3,Quan 3,NhaO,31.49
156.8,4,4,Nha Be,NhaO,9.811
81.0,2,1,Quan 8,CanHo,4.016
117.0,2,2,Quan 5,CanHo,10.142
122.1,3,3,Thu Duc,CanHo,7.569
84.6,1,1,Quan 4,CanHo,5.611
91.2,4,4,Quan 8,CanHo,5.101
223.4,3,3,Quan 6,NhaO,32.766
46.9,4,3,Quan 1,CanHo,7.061
49.7,1,1,Quan 4,CanHo,3.48
63.6,2,1,Tan Phu,CanHo,2.536
42.5,5,3,Quan 10,NhaO,9.15
141.7,4,3,Nha Be,NhaO,10.423
81.0,2,1,Hoc Mon,NhaO,3.877
83.1,4,3,Quan 10,NhaO,17.703
75.9,2,2,Go Vap,CanHo,3.223
296.8,5,5,Thu Duc,NhaO,27.55
61.5,2,1,Tan Phu,CanHo,2.949
46.6,4,3,Quan 12,NhaO,3.526
62.2,1,1,Quan 5,CanHo,5.187
232.4,3,3,Nha Be,NhaO,15.925
65.1,1,1,Quan 3,CanHo,6.385
51.3,2,2,Binh Chanh,CanHo,1.461
51.6,3,2,Quan 6,CanHo,3.518
50.2,2,2,Tan Phu,CanHo,2.203
105.5,3,2,Quan 6,CanHo,7.801
42.0,1,1,Quan 7,CanHo,3.05
283.0,4,2,Phu Nhuan,NhaO,57.715
169.4,4,3,Quan 5,NhaO,33.165
129.5,2,1,Quan 1,CanHo,16.166
69.3,4,4,Hoc Mon,CanHo,1.687
235.9,4,3,Quan 11,NhaO,37.451
96.5,2,2,Quan 12,CanHo,3.701
67.7,1,1,Quan 12,CanHo,2.385
220.3,5,3,Quan 8,NhaO,29.802
119.9,4,4,Go Vap,CanHo,5.984
47.4,2,2,Hoc Mon,CanHo,1.186
65.6,5,5,Binh Tan,NhaO,5.135
128.3,6,6,Quan 3,NhaO,36.918
114.7,1,1,Quan 11,CanHo,7.588
204.5,3,3,Quan 8,NhaO,23.438
55.9,4,3,Quan 5,CanHo,5.4
120.3,2,2,Thu Duc,CanHo,6.679
57.1,2,2,Nha Be,CanHo,1.738
212.6,3,3,Quan 12,NhaO,13.27
40.0,3,1,Binh Chanh,NhaO,2.168
209.2,4,4,Nha Be,NhaO,13.817
55.2,4,4,Hoc Mon,NhaO,2.481
111.5,3,2,Phu Nhuan,CanHo,11.166
233.5,3,2,Quan 4,NhaO,45.078
32.2,6,4,Quan 7,NhaO,4.285
115.7,2,1,Quan 6,CanHo,7.483
81.2,4,2,Quan 3,NhaO,21.585
270.2,2,1,Binh Thanh,NhaO,33.53
66.0,1,1,Quan 4,CanHo,4.545
90.5,3,3,Quan 1,NhaO,30.163
77.5,3,3,Nha Be,CanHo,2.569
